Statistic,Year,Area of Residence,Age Group of Mother,UNIT,VALUE
Births,2013,Carrick-on-Suir Town,Age not stated,Number,
Births,2013,Carrick-on-Suir Town,All ages,Number,80
Births,2013,Cashel Town,Under 20 years,Number,3
Births,2013,Cashel Town,20 - 24 years,Number,8
Births,2013,Cashel Town,25 - 29 years,Number,15
Births,2013,Cashel Town,30 - 34 years,Number,16
Births,2013,Cashel Town,35 - 39 years,Number,6
Births,2013,Cashel Town,40 - 44 years,Number,2
Births,2013,Cashel Town,45 years and over,Number,
Births,2013,Cashel Town,Age not stated,Number,
Births,2013,Cashel Town,All ages,Number,50
Births,2013,Clonmel Borough,Under 20 years,Number,7
Births,2013,Clonmel Borough,20 - 24 years,Number,33
Births,2013,Clonmel Borough,25 - 29 years,Number,79
Births,2013,Clonmel Borough,30 - 34 years,Number,99
Births,2013,Clonmel Borough,35 - 39 years,Number,44
Births,2013,Clonmel Borough,40 - 44 years,Number,12
Births,2013,Clonmel Borough,45 years and over,Number,2
Births,2013,Clonmel Borough,Age not stated,Number,
Births,2013,Clonmel Borough,All ages,Number,276
Births,2013,Tipperary Town,Under 20 years,Number,4
Births,2013,Tipperary Town,20 - 24 years,Number,9
Births,2013,Tipperary Town,25 - 29 years,Number,18
Births,2013,Tipperary Town,30 - 34 years,Number,33
Births,2013,Tipperary Town,35 - 39 years,Number,21
Births,2013,Tipperary Town,40 - 44 years,Number,2
Births,2013,Tipperary Town,45 years and over,Number,
Births,2013,Tipperary Town,Age not stated,Number,
Births,2013,Tipperary Town,All ages,Number,87
Births,2013,Tipperary,Under 20 years,Number,
Births,2013,Tipperary,20 - 24 years,Number,
Births,2013,Tipperary,25 - 29 years,Number,
Births,2013,Tipperary,30 - 34 years,Number,
Births,2013,Tipperary,35 - 39 years,Number,
Births,2013,Tipperary,40 - 44 years,Number,
Births,2013,Tipperary,45 years and over,Number,
Births,2013,Tipperary,Age not stated,Number,
Births,2013,Tipperary,All ages,Number,
Births,2013,Rest of Co Tipperary,Under 20 years,Number,
Births,2013,Rest of Co Tipperary,20 - 24 years,Number,
Births,2013,Rest of Co Tipperary,25 - 29 years,Number,
Births,2013,Rest of Co Tipperary,30 - 34 years,Number,
Births,2013,Rest of Co Tipperary,35 - 39 years,Number,
Births,2013,Rest of Co Tipperary,40 - 44 years,Number,
Births,2013,Rest of Co Tipperary,45 years and over,Number,
Births,2013,Rest of Co Tipperary,Age not stated,Number,
Births,2013,Rest of Co Tipperary,All ages,Number,
Births,2013,Rest of South Tipperary,Under 20 years,Number,12
Births,2013,Rest of South Tipperary,20 - 24 years,Number,67
Births,2013,Rest of South Tipperary,25 - 29 years,Number,147
Births,2013,Rest of South Tipperary,30 - 34 years,Number,281
Births,2013,Rest of South Tipperary,35 - 39 years,Number,172
Births,2013,Rest of South Tipperary,40 - 44 years,Number,43
Births,2013,Rest of South Tipperary,45 years and over,Number,1
Births,2013,Rest of South Tipperary,Age not stated,Number,
Births,2013,Rest of South Tipperary,All ages,Number,723
Births,2013,Connacht,Under 20 years,Number,129
Births,2013,Connacht,20 - 24 years,Number,567
Births,2013,Connacht,25 - 29 years,Number,1368
Births,2013,Connacht,30 - 34 years,Number,2812
Births,2013,Connacht,35 - 39 years,Number,2241
Births,2013,Connacht,40 - 44 years,Number,458
Births,2013,Connacht,45 years and over,Number,37
Births,2013,Connacht,Age not stated,Number,
Births,2013,Connacht,All ages,Number,7612
Births,2013,Galway City,Under 20 years,Number,24
Births,2013,Galway City,20 - 24 years,Number,104
Births,2013,Galway City,25 - 29 years,Number,224
Births,2013,Galway City,30 - 34 years,Number,416
Births,2013,Galway City,35 - 39 years,Number,321
Births,2013,Galway City,40 - 44 years,Number,75
Births,2013,Galway City,45 years and over,Number,3
Births,2013,Galway City,Age not stated,Number,
Births,2013,Galway City,All ages,Number,1167
Births,2013,Leitrim,Under 20 years,Number,6
Births,2013,Leitrim,20 - 24 years,Number,24
Births,2013,Leitrim,25 - 29 years,Number,87
Births,2013,Leitrim,30 - 34 years,Number,177
Births,2013,Leitrim,35 - 39 years,Number,139
Births,2013,Leitrim,40 - 44 years,Number,22
Births,2013,Leitrim,45 years and over,Number,3
Births,2013,Leitrim,Age not stated,Number,
Births,2013,Leitrim,All ages,Number,458
Births,2013,Mayo,Under 20 years,Number,36
Births,2013,Mayo,20 - 24 years,Number,159
Births,2013,Mayo,25 - 29 years,Number,319
Births,2013,Mayo,30 - 34 years,Number,607
Births,2013,Mayo,35 - 39 years,Number,466
Births,2013,Mayo,40 - 44 years,Number,100
Births,2013,Mayo,45 years and over,Number,6
Births,2013,Mayo,Age not stated,Number,
Births,2013,Mayo,All ages,Number,1693
Births,2013,Ballina Town,Under 20 years,Number,8
Births,2013,Ballina Town,20 - 24 years,Number,34
Births,2013,Ballina Town,25 - 29 years,Number,33
Births,2013,Ballina Town,30 - 34 years,Number,64
Births,2013,Ballina Town,35 - 39 years,Number,41
Births,2013,Ballina Town,40 - 44 years,Number,12
Births,2013,Ballina Town,45 years and over,Number,
Births,2013,Ballina Town,Age not stated,Number,
Births,2013,Ballina Town,All ages,Number,192
Births,2013,Castlebar Town,Under 20 years,Number,6
Births,2013,Castlebar Town,20 - 24 years,Number,17
Births,2013,Castlebar Town,25 - 29 years,Number,56
Births,2013,Castlebar Town,30 - 34 years,Number,77
Births,2013,Castlebar Town,35 - 39 years,Number,60
Births,2013,Castlebar Town,40 - 44 years,Number,9
Births,2013,Castlebar Town,45 years and over,Number,3
Births,2013,Castlebar Town,Age not stated,Number,
Births,2013,Castlebar Town,All ages,Number,228
Births,2013,Westport Town,Under 20 years,Number,1
Births,2013,Westport Town,20 - 24 years,Number,7
Births,2013,Westport Town,25 - 29 years,Number,15
Births,2013,Westport Town,30 - 34 years,Number,23
Births,2013,Westport Town,35 - 39 years,Number,16
Births,2013,Westport Town,40 - 44 years,Number,3
Births,2013,Westport Town,45 years and over,Number,
Births,2013,Westport Town,Age not stated,Number,
Births,2013,Westport Town,All ages,Number,65
Births,2013,Rest of Co. Mayo,Under 20 years,Number,21
Births,2013,Rest of Co. Mayo,20 - 24 years,Number,101
Births,2013,Rest of Co. Mayo,25 - 29 years,Number,215
Births,2013,Rest of Co. Mayo,30 - 34 years,Number,443
Births,2013,Rest of Co. Mayo,35 - 39 years,Number,349
Births,2013,Rest of Co. Mayo,40 - 44 years,Number,76
Births,2013,Rest of Co. Mayo,45 years and over,Number,3
Births,2013,Rest of Co. Mayo,Age not stated,Number,
Births,2013,Rest of Co. Mayo,All ages,Number,1208
Births,2013,Roscommon,Under 20 years,Number,13
Births,2013,Roscommon,20 - 24 years,Number,67
Births,2013,Roscommon,25 - 29 years,Number,147
Births,2013,Roscommon,30 - 34 years,Number,353
Births,2013,Roscommon,35 - 39 years,Number,213
Births,2013,Roscommon,40 - 44 years,Number,48
Births,2013,Roscommon,45 years and over,Number,4
Births,2013,Roscommon,Age not stated,Number,
Births,2013,Roscommon,All ages,Number,845
Births,2013,Boyle,Under 20 years,Number,1
Births,2013,Boyle,20 - 24 years,Number,2
Births,2013,Boyle,25 - 29 years,Number,7
Births,2013,Boyle,30 - 34 years,Number,9
Births,2013,Boyle,35 - 39 years,Number,3
Births,2013,Boyle,40 - 44 years,Number,1
Births,2013,Boyle,45 years and over,Number,
Births,2013,Boyle,Age not stated,Number,
Births,2013,Boyle,All ages,Number,23
Births,2013,Rest of Co. Roscommon,Under 20 years,Number,12
Births,2013,Rest of Co. Roscommon,20 - 24 years,Number,65
Births,2013,Rest of Co. Roscommon,25 - 29 years,Number,140
Births,2013,Rest of Co. Roscommon,30 - 34 years,Number,344
Births,2013,Rest of Co. Roscommon,35 - 39 years,Number,210
Births,2013,Rest of Co. Roscommon,40 - 44 years,Number,47
Births,2013,Rest of Co. Roscommon,45 years and over,Number,4
Births,2013,Rest of Co. Roscommon,Age not stated,Number,
Births,2013,Rest of Co. Roscommon,All ages,Number,822
Births,2013,Sligo,Under 20 years,Number,16
Births,2013,Sligo,20 - 24 years,Number,75
Births,2013,Sligo,25 - 29 years,Number,198
Births,2013,Sligo,30 - 34 years,Number,305
Births,2013,Sligo,35 - 39 years,Number,231
Births,2013,Sligo,40 - 44 years,Number,54
Births,2013,Sligo,45 years and over,Number,3
Births,2013,Sligo,Age not stated,Number,
Births,2013,Sligo,All ages,Number,882
Births,2013,Sligo Borough,Under 20 years,Number,10
Births,2013,Sligo Borough,20 - 24 years,Number,31
Births,2013,Sligo Borough,25 - 29 years,Number,72
Births,2013,Sligo Borough,30 - 34 years,Number,80
Births,2013,Sligo Borough,35 - 39 years,Number,43
Births,2013,Sligo Borough,40 - 44 years,Number,13
Births,2013,Sligo Borough,45 years and over,Number,1
Births,2013,Sligo Borough,Age not stated,Number,
Births,2013,Sligo Borough,All ages,Number,250
Births,2013,Rest of Co. Sligo,Under 20 years,Number,6
Births,2013,Rest of Co. Sligo,20 - 24 years,Number,44
Births,2013,Rest of Co. Sligo,25 - 29 years,Number,126
Births,2013,Rest of Co. Sligo,30 - 34 years,Number,225
Births,2013,Rest of Co. Sligo,35 - 39 years,Number,188
Births,2013,Rest of Co. Sligo,40 - 44 years,Number,41
Births,2013,Rest of Co. Sligo,45 years and over,Number,2
Births,2013,Rest of Co. Sligo,Age not stated,Number,
Births,2013,Rest of Co. Sligo,All ages,Number,632
Births,2013,Galway County,Under 20 years,Number,34
Births,2013,Galway County,20 - 24 years,Number,138
Births,2013,Galway County,25 - 29 years,Number,393
Births,2013,Galway County,30 - 34 years,Number,954
Births,2013,Galway County,35 - 39 years,Number,871
Births,2013,Galway County,40 - 44 years,Number,159
Births,2013,Galway County,45 years and over,Number,18
Births,2013,Galway County,Age not stated,Number,
Births,2013,Galway County,All ages,Number,2567
Births,2013,Ballinasloe Town,Under 20 years,Number,3
Births,2013,Ballinasloe Town,20 - 24 years,Number,19
Births,2013,Ballinasloe Town,25 - 29 years,Number,36
Births,2013,Ballinasloe Town,30 - 34 years,Number,48
Births,2013,Ballinasloe Town,35 - 39 years,Number,27
Births,2013,Ballinasloe Town,40 - 44 years,Number,9
Births,2013,Ballinasloe Town,45 years and over,Number,
Births,2013,Ballinasloe Town,Age not stated,Number,
Births,2013,Ballinasloe Town,All ages,Number,142
Births,2013,Loughrea,Under 20 years,Number,3
Births,2013,Loughrea,20 - 24 years,Number,11
Births,2013,Loughrea,25 - 29 years,Number,27
Births,2013,Loughrea,30 - 34 years,Number,54
Births,2013,Loughrea,35 - 39 years,Number,36
Births,2013,Loughrea,40 - 44 years,Number,4
Births,2013,Loughrea,45 years and over,Number,
Births,2013,Loughrea,Age not stated,Number,
Births,2013,Loughrea,All ages,Number,135
Births,2013,Tuam,Under 20 years,Number,5
Births,2013,Tuam,20 - 24 years,Number,7
Births,2013,Tuam,25 - 29 years,Number,24
Births,2013,Tuam,30 - 34 years,Number,27
Births,2013,Tuam,35 - 39 years,Number,18
Births,2013,Tuam,40 - 44 years,Number,5
Births,2013,Tuam,45 years and over,Number,
Births,2013,Tuam,Age not stated,Number,
Births,2013,Tuam,All ages,Number,86
Births,2013,Rest of Co. Galway,Under 20 years,Number,23
Births,2013,Rest of Co. Galway,20 - 24 years,Number,101
Births,2013,Rest of Co. Galway,25 - 29 years,Number,306
Births,2013,Rest of Co. Galway,30 - 34 years,Number,825
Births,2013,Rest of Co. Galway,35 - 39 years,Number,790
Births,2013,Rest of Co. Galway,40 - 44 years,Number,141
Births,2013,Rest of Co. Galway,45 years and over,Number,18
Births,2013,Rest of Co. Galway,Age not stated,Number,
Births,2013,Rest of Co. Galway,All ages,Number,2204
Births,2013,Ulster (pt),Under 20 years,Number,80
Births,2013,Ulster (pt),20 - 24 years,Number,378
Births,2013,Ulster (pt),25 - 29 years,Number,876
Births,2013,Ulster (pt),30 - 34 years,Number,1447
Births,2013,Ulster (pt),35 - 39 years,Number,931
Births,2013,Ulster (pt),40 - 44 years,Number,209
Births,2013,Ulster (pt),45 years and over,Number,12
Births,2013,Ulster (pt),Age not stated,Number,
Births,2013,Ulster (pt),All ages,Number,3933
Births,2013,Cavan,Under 20 years,Number,24
Births,2013,Cavan,20 - 24 years,Number,98
Births,2013,Cavan,25 - 29 years,Number,242
Births,2013,Cavan,30 - 34 years,Number,419
Births,2013,Cavan,35 - 39 years,Number,273
Births,2013,Cavan,40 - 44 years,Number,64
Births,2013,Cavan,45 years and over,Number,3
Births,2013,Cavan,Age not stated,Number,
Births,2013,Cavan,All ages,Number,1123
Births,2013,Cavan Town,Under 20 years,Number,6
Births,2013,Cavan Town,20 - 24 years,Number,17
Births,2013,Cavan Town,25 - 29 years,Number,22
Births,2013,Cavan Town,30 - 34 years,Number,20
Births,2013,Cavan Town,35 - 39 years,Number,9
Births,2013,Cavan Town,40 - 44 years,Number,3
Births,2013,Cavan Town,45 years and over,Number,
Births,2013,Cavan Town,Age not stated,Number,
Births,2013,Cavan Town,All ages,Number,77
Births,2013,Belturbet,Under 20 years,Number,2
Births,2013,Belturbet,20 - 24 years,Number,4
Births,2013,Belturbet,25 - 29 years,Number,9
Births,2013,Belturbet,30 - 34 years,Number,17
Births,2013,Belturbet,35 - 39 years,Number,3
Births,2013,Belturbet,40 - 44 years,Number,1
Births,2013,Belturbet,45 years and over,Number,
Births,2013,Belturbet,Age not stated,Number,
Births,2013,Belturbet,All ages,Number,36
Births,2013,Cootehill,Under 20 years,Number,1
Births,2013,Cootehill,20 - 24 years,Number,5
Births,2013,Cootehill,25 - 29 years,Number,11
Births,2013,Cootehill,30 - 34 years,Number,19
Births,2013,Cootehill,35 - 39 years,Number,8
Births,2013,Cootehill,40 - 44 years,Number,2
Births,2013,Cootehill,45 years and over,Number,
Births,2013,Cootehill,Age not stated,Number,
Births,2013,Cootehill,All ages,Number,46
Births,2013,Rest of Co. Cavan,Under 20 years,Number,15
Births,2013,Rest of Co. Cavan,20 - 24 years,Number,72
Births,2013,Rest of Co. Cavan,25 - 29 years,Number,200
Births,2013,Rest of Co. Cavan,30 - 34 years,Number,363
Births,2013,Rest of Co. Cavan,35 - 39 years,Number,253
Births,2013,Rest of Co. Cavan,40 - 44 years,Number,58
Births,2013,Rest of Co. Cavan,45 years and over,Number,3
Births,2013,Rest of Co. Cavan,Age not stated,Number,
Births,2013,Rest of Co. Cavan,All ages,Number,964
Births,2013,Donegal,Under 20 years,Number,42
Births,2013,Donegal,20 - 24 years,Number,211
Births,2013,Donegal,25 - 29 years,Number,432
Births,2013,Donegal,30 - 34 years,Number,695
Births,2013,Donegal,35 - 39 years,Number,468
Births,2013,Donegal,40 - 44 years,Number,98
Births,2013,Donegal,45 years and over,Number,7
Births,2013,Donegal,Age not stated,Number,
Births,2013,Donegal,All ages,Number,1953
Births,2013,Buncrana Town,Under 20 years,Number,2
Births,2013,Buncrana Town,20 - 24 years,Number,15
Births,2013,Buncrana Town,25 - 29 years,Number,17
Births,2013,Buncrana Town,30 - 34 years,Number,23
Births,2013,Buncrana Town,35 - 39 years,Number,15
Births,2013,Buncrana Town,40 - 44 years,Number,2
Births,2013,Buncrana Town,45 years and over,Number,
Births,2013,Buncrana Town,Age not stated,Number,
Births,2013,Buncrana Town,All ages,Number,74
Births,2013,Bundoran Town,Under 20 years,Number,1
Births,2013,Bundoran Town,20 - 24 years,Number,7
Births,2013,Bundoran Town,25 - 29 years,Number,8
Births,2013,Bundoran Town,30 - 34 years,Number,6
Births,2013,Bundoran Town,35 - 39 years,Number,5
Births,2013,Bundoran Town,40 - 44 years,Number,
Births,2013,Bundoran Town,45 years and over,Number,
Births,2013,Bundoran Town,Age not stated,Number,
Births,2013,Bundoran Town,All ages,Number,27
Births,2013,Letterkenny Town,Under 20 years,Number,17
Births,2013,Letterkenny Town,20 - 24 years,Number,61
Births,2013,Letterkenny Town,25 - 29 years,Number,91
Births,2013,Letterkenny Town,30 - 34 years,Number,145
Births,2013,Letterkenny Town,35 - 39 years,Number,96
Births,2013,Letterkenny Town,40 - 44 years,Number,33
Births,2013,Letterkenny Town,45 years and over,Number,2
Births,2013,Letterkenny Town,Age not stated,Number,
Births,2013,Letterkenny Town,All ages,Number,445
Births,2013,Ballyshannon,Under 20 years,Number,
Births,2013,Ballyshannon,20 - 24 years,Number,5
Births,2013,Ballyshannon,25 - 29 years,Number,9
Births,2013,Ballyshannon,30 - 34 years,Number,7
Births,2013,Ballyshannon,35 - 39 years,Number,3
Births,2013,Ballyshannon,40 - 44 years,Number,1
Births,2013,Ballyshannon,45 years and over,Number,
Births,2013,Ballyshannon,Age not stated,Number,
Births,2013,Ballyshannon,All ages,Number,25
Births,2013,Rest of Co. Donegal,Under 20 years,Number,22
Births,2013,Rest of Co. Donegal,20 - 24 years,Number,123
Births,2013,Rest of Co. Donegal,25 - 29 years,Number,307
Births,2013,Rest of Co. Donegal,30 - 34 years,Number,514
Births,2013,Rest of Co. Donegal,35 - 39 years,Number,349
Births,2013,Rest of Co. Donegal,40 - 44 years,Number,62
Births,2013,Rest of Co. Donegal,45 years and over,Number,5
Births,2013,Rest of Co. Donegal,Age not stated,Number,
Births,2013,Rest of Co. Donegal,All ages,Number,1382
Births,2013,Monaghan,Under 20 years,Number,14
Births,2013,Monaghan,20 - 24 years,Number,69
Births,2013,Monaghan,25 - 29 years,Number,202
Births,2013,Monaghan,30 - 34 years,Number,333
Births,2013,Monaghan,35 - 39 years,Number,190
Births,2013,Monaghan,40 - 44 years,Number,47
Births,2013,Monaghan,45 years and over,Number,2
Births,2013,Monaghan,Age not stated,Number,
Births,2013,Monaghan,All ages,Number,857
Births,2013,Carrickmacross Town,Under 20 years,Number,1
Births,2013,Carrickmacross Town,20 - 24 years,Number,1
Births,2013,Carrickmacross Town,25 - 29 years,Number,28
Births,2013,Carrickmacross Town,30 - 34 years,Number,46
Births,2013,Carrickmacross Town,35 - 39 years,Number,35
Births,2013,Carrickmacross Town,40 - 44 years,Number,4
Births,2013,Carrickmacross Town,45 years and over,Number,
Births,2013,Carrickmacross Town,Age not stated,Number,
Births,2013,Carrickmacross Town,All ages,Number,115
Births,2013,Castleblaney Town,Under 20 years,Number,3
Births,2013,Castleblaney Town,20 - 24 years,Number,9
Births,2013,Castleblaney Town,25 - 29 years,Number,19
Births,2013,Castleblaney Town,30 - 34 years,Number,25
Births,2013,Castleblaney Town,35 - 39 years,Number,10
Births,2013,Castleblaney Town,40 - 44 years,Number,2
Births,2013,Castleblaney Town,45 years and over,Number,
Births,2013,Castleblaney Town,Age not stated,Number,
Births,2013,Castleblaney Town,All ages,Number,68
Births,2013,Clones Town,Under 20 years,Number,2
Births,2013,Clones Town,20 - 24 years,Number,1
Births,2013,Clones Town,25 - 29 years,Number,10
